,gid,id_merchant,id_brand,nama_merchant,alamat_merchant,phone_merchant,longitude,latitude,kode_desa,kode_brand,id_desa,geom,nama_brand,nama_sub_kategori,nama_kategori
0,5431345,5431345,500,By The Sea PIK,Jl. Golf Island Timur,,106.749941,-6.093372,,1601001,,POINT (106.749941 -6.093372),Luxury Shopping Center (Others),Luxury Shopping Center,Market
1,5489171,5489171,639,DCrepes Kelapa Gading Home Made (KGM 1),"Kelapa Gading Home Made (KGM 1), Jl. Boulevard Raya",,106.9078128,-6.157754,3175050002,2203006,148219.0,POINT (106.9078128 -6.157754),Fast Food (Others),Fast Food,Food Shop
2,5489172,5489172,639,DCrepes Mall Kelapa Gading 3,"Mall Kelapa Gading 3 Lantai 3, Jl. Boulevard Raya",087782835135,106.909347,-6.1560188,3175050002,2203006,148219.0,POINT (106.909347 -6.1560188),Fast Food (Others),Fast Food,Food Shop
3,5489173,5489173,639,DCrepes Emporium Pluit,"Emporium Pluit, Jl. Pluit Selatan Raya",,106.7903627,-6.1273482,3175010004,2203006,140950.0,POINT (106.7903627 -6.1273482),Fast Food (Others),Fast Food,Food Shop
4,5489205,5489205,639,DCrepes PIK Avenue Mall,"PIK Avenue Mall, Jl. Pantai Indah Kapuk",,106.740766,-6.108588,3175010001,2203006,139464.0,POINT (106.740766 -6.108588),Fast Food (Others),Fast Food,Food Shop
5,5489228,5489228,639,DCrepes Sunter Mall,"Sunter Mall, Jl. Danau Sunter Utara Kav. II",,106.8708895,-6.1379716,3175030001,2203006,141576.0,POINT (106.8708895 -6.1379716),Fast Food (Others),Fast Food,Food Shop
6,4997337,4997337,2,Terminal Tanjung Priokk,Sungai Bambu,,106.883582,-6.114139,3175030005,1109001,142830.0,POINT (106.883582 -6.114139),Bus Station (Others),Bus Station,Transportation and Logistic
7,5489245,5489245,639,DCrepes Terraza 301,"Terraza FoodCourt, Jl. Muara Karang  Raya",087873773706,106.7755931,-6.1159334,3175010005,2203006,141057.0,POINT (106.7755931 -6.1159334),Fast Food (Others),Fast Food,Food Shop
8,5431262,5431262,500,Summarecon Mall Kelapa Gading,Jl. Boulevard Raya,0,106.907968,-6.157482,3175050002,1601001,148219.0,POINT (106.907968 -6.157482),Luxury Shopping Center (Others),Luxury Shopping Center,Market
9,5489328,5489328,633,Golden Lamian Emporium Pluit Mall,"Emporium Pluit Mall, Jl. Pluit Selatan Raya",,106.7907045,-6.1274783,3175010004,2201014,140950.0,POINT (106.7907045 -6.1274783),Restaurant (Others),Restaurant,Food Shop
10,5489332,5489332,633,Golden Lamian Summarecon Mall Kelapa Gading,"Summarecon Mall Kelapa Gading, Jl. Boulevard Raya",,106.9086935,-6.1571176,3175050002,2201014,148219.0,POINT (106.9086935 -6.1571176),Restaurant (Others),Restaurant,Food Shop
11,5489333,5489333,633,Golden Lamian Mall Artha Gading,"Mall Artha Gading, Jl. Artha Gading Selatan",,106.8920575,-6.1456825,3175050001,2201014,146913.0,POINT (106.8920575 -6.1456825),Restaurant (Others),Restaurant,Food Shop
12,5431302,5431302,500,PIK Avenue,"PIK Avenue, Jl. Pantai Indah Kapuk",0,106.7404,-6.1091,3175010001,1601001,139464.0,POINT (106.7404 -6.1091),Luxury Shopping Center (Others),Luxury Shopping Center,Market
13,5431304,5431304,500,Mall Of Indonesia,Jl. Boulevard Barat Raya,0,106.891432,-6.150583,3175050001,1601001,146913.0,POINT (106.891432 -6.150583),Luxury Shopping Center (Others),Luxury Shopping Center,Market
14,5431440,5431440,502,Baywalk Mall Pluit,Jl. Pluit Karang Ayu Barat,0,106.779132,-6.107812,3175010005,1603001,141057.0,POINT (106.779132 -6.107812),Middle Shopping Center (Others),Middle Shopping Center,Market
15,5431482,5431482,502,Metro Sunter Plaza,Jl. Danau Sunter Utara Blok A2,0,106.873317,-6.136867,3175030003,1603001,142939.0,POINT (106.873317 -6.136867),Middle Shopping Center (Others),Middle Shopping Center,Market
16,5431500,5431500,502,Pluit Village Mall,Jl. Pluit Indah,0,106.789651,-6.116434,3175010005,1603001,141057.0,POINT (106.789651 -6.116434),Middle Shopping Center (Others),Middle Shopping Center,Market
17,5431527,5431527,502,Mall Artha Gading,Jl. Artha Gading Selatan No.1,0,106.891616,-6.146859,3175050001,1603001,146913.0,POINT (106.891616 -6.146859),Middle Shopping Center (Others),Middle Shopping Center,Market
18,5431529,5431529,502,Sunter Mall,Jl. Danau Sunter Utara Kav. 2,0,106.870934,-6.13815,3175030001,1603001,141576.0,POINT (106.870934 -6.13815),Middle Shopping Center (Others),Middle Shopping Center,Market
19,4997519,4997519,2,Terminal Muara Angke,Pluit,,106.77334,-6.108997,3175010005,1109001,141057.0,POINT (106.77334 -6.108997),Bus Station (Others),Bus Station,Transportation and Logistic
20,5431655,5431655,502,Pluit Junction,Jl. Jembatan 3 Raya,,106.7917732,-6.1281511,3175010004,1603001,140950.0,POINT (106.7917732 -6.1281511),Middle Shopping Center (Others),Middle Shopping Center,Market
21,5431656,5431656,502,Mahaka Square,Jl. Janur Elok III,,106.9028976,-6.1496236,3175050001,1603001,146913.0,POINT (106.9028976 -6.1496236),Middle Shopping Center (Others),Middle Shopping Center,Market
22,5431657,5431657,502,La Piazza,Jl. Boulevard Timur,,106.9064559,-6.1605269,3175050002,1603001,148219.0,POINT (106.9064559 -6.1605269),Middle Shopping Center (Others),Middle Shopping Center,Market
23,5431658,5431658,502,Food Centrum Mall,Jl. Griya Utama,,106.8544088,-6.1412577,3175030001,1603001,141576.0,POINT (106.8544088 -6.1412577),Middle Shopping Center (Others),Middle Shopping Center,Market
24,5431659,5431659,502,Emporium Pluit Mall,Jl. Pluit Selatan Raya,,106.7906979,-6.1272975,3175010004,1603001,140950.0,POINT (106.7906979 -6.1272975),Middle Shopping Center (Others),Middle Shopping Center,Market
25,5431660,5431660,502,Bella Terra Lifestyle Center,Jl. Bulevard Raya,,106.8947103,-6.1742909,3175050002,1603001,148219.0,POINT (106.8947103 -6.1742909),Middle Shopping Center (Others),Middle Shopping Center,Market
26,5431712,5431712,502,Ozone Eatery Mall,Jl. Pantai Indah Utara 3 RT 7 RW 2,02129673664,106.752465,-6.11283,3175010002,1603001,139532.0,POINT (106.752465 -6.11283),Middle Shopping Center (Others),Middle Shopping Center,Market
27,5431714,5431714,502,Mangga Dua Square,Jl. Gn. Sahari No. 1,02162313000,106.831638,-6.138784,3175020003,1603001,121304.0,POINT (106.831638 -6.138784),Middle Shopping Center (Others),Middle Shopping Center,Market
28,5192282,5192282,647,Flash Coffee Apartemen Gading Nias Tower Emerald,"Apartemen Gading Nias Tower Emerald, Jl. Pegangsaan Dua No. 3 - 13",081119124307,106.9173026,-6.1541633,3175050003,2205012,115.0,POINT (106.9173026 -6.1541633),Beverage (Others),Beverage,Food Shop
29,5192296,5192296,647,Flash Coffee Kamal Muara,"Ruko Crown Golf Blok A No. 55, Jl. Marina Raya",081119118381,106.7435749,-6.112792,3175010001,2205012,139464.0,POINT (106.7435749 -6.112792),Beverage (Others),Beverage,Food Shop
30,5192306,5192306,647,Flash Coffee Sunter Agung,"Ruko Lt. GF, Jl. Danau Sunter Utara J12 No. 56",081119036584,106.8749398,-6.1377843,3175030001,2205012,141576.0,POINT (106.8749398 -6.1377843),Beverage (Others),Beverage,Food Shop
31,5192314,5192314,647,Flash Coffee Apartemen Gading Mediterania Residence,"Apartemen Gading Mediterania Residence Tower C Lt. GF 14, Jl. Boulevard Bukit Gading Raya",081119057248,106.893436,-6.161967,3175050001,2205012,146913.0,POINT (106.893436 -6.161967),Beverage (Others),Beverage,Food Shop
32,5431779,5431779,668,City Home Apartment MOI,Kelapa Gading Barat,0,106.890072,-6.149923,3175050001,2301003,146913.0,POINT (106.890072 -6.149923),Apartment (Others),Apartment,Property
33,5431803,5431803,668,Sunter Icon Apartment,Sunter Agung,0,106.853886,-6.13465,3175030001,2301003,141576.0,POINT (106.853886 -6.13465),Apartment (Others),Apartment,Property
34,5431807,5431807,668,Teluk Intan Apartment,Jl. Teluk Intan Raya No. 1,0,106.776585,-6.127343,3175010003,2301003,140006.0,POINT (106.776585 -6.127343),Apartment (Others),Apartment,Property
35,5431831,5431831,668,Mitra Bahari Apartment,Jl. Pakin No. 1,NULL,106.805011,-6.127325,3175010004,2301003,140950.0,POINT (106.805011 -6.127325),Apartment (Others),Apartment,Property
36,5431839,5431839,668,Pluit Sea View Apartment,Jl. Muara Baru Raya,0216688888,106.806975,-6.12112,3175010004,2301003,140950.0,POINT (106.806975 -6.12112),Apartment (Others),Apartment,Property
37,5431841,5431841,668,Apartemen Green Bay Pluit Tower C,Pluit,NULL,106.779257,-6.108862,3175010005,2301003,141057.0,POINT (106.779257 -6.108862),Apartment (Others),Apartment,Property
38,5431856,5431856,668,Laguna Apartment Pluit,Pluit,085799996188,106.798985,-6.123285,3175010005,2301003,141057.0,POINT (106.798985 -6.123285),Apartment (Others),Apartment,Property
39,5431874,5431874,668,Regatta Apartment,Jl. Pantai Mutiara Blok VA,0,106.791522,-6.093793,3175010005,2301003,141057.0,POINT (106.791522 -6.093793),Apartment (Others),Apartment,Property
40,5431885,5431885,668,Summerville Apartment Jakarta,Kelapa Gading Timur,0,106.899791,-6.167408,3175050002,2301003,148219.0,POINT (106.899791 -6.167408),Apartment (Others),Apartment,Property
41,5431890,5431890,668,French Walk Apartment,Jl. Boulevard Raya,0,106.892132,-6.149637,3175050001,2301003,146913.0,POINT (106.892132 -6.149637),Apartment (Others),Apartment,Property
42,5192514,5192514,647,Foresthree Coffee Kebon Bawang,Jl. Swasembada Timur XII No. 19,,106.891892,-6.122345,3175030006,2205012,153822.0,POINT (106.891892 -6.122345),Beverage (Others),Beverage,Food Shop
43,5431909,5431909,668,The Kensington Apartment,Jl. Boulevard Utara Kelapa Gading,0,106.895608,-6.173058,3175050002,2301003,148219.0,POINT (106.895608 -6.173058),Apartment (Others),Apartment,Property
44,5431918,5431918,668,Sherwood Apartment,Kelapa Gading Barat,0,106.90783,-6.152545,3175050001,2301003,146913.0,POINT (106.90783 -6.152545),Apartment (Others),Apartment,Property
45,5431921,5431921,668,Oakwood Apartment PIK,Kamal Muara,0,106.738883,-6.101993,3175010001,2301003,139464.0,POINT (106.738883 -6.101993),Apartment (Others),Apartment,Property
46,5431928,5431928,668,Gold Coast Apartment PIK,Jl. Pantai Indah Utara 1,0,106.738106,-6.101918,3175010001,2301003,139464.0,POINT (106.738106 -6.101918),Apartment (Others),Apartment,Property
47,5431932,5431932,668,Ancol Mansion Apartment,Ancol,0,106.845653,-6.121836,3175020003,2301003,121304.0,POINT (106.845653 -6.121836),Apartment (Others),Apartment,Property
48,5431951,5431951,668,Paladian Park Apartment,Jl. Raya Gading Kirana Kav. 1,0,106.896027,-6.151084,3175050001,2301003,146913.0,POINT (106.896027 -6.151084),Apartment (Others),Apartment,Property
49,5431958,5431958,668,CBD Pluit Apartment,Jl. Pluit Selatan Raya,0,106.78918,-6.127445,3175010004,2301003,140950.0,POINT (106.78918 -6.127445),Apartment (Others),Apartment,Property
50,5431965,5431965,668,Pantai Mutiara Apartment,Jl. Pantai Mutiara,0,106.791968,-6.098105,3175010005,2301003,141057.0,POINT (106.791968 -6.098105),Apartment (Others),Apartment,Property
51,5431994,5431994,668,Gading Nias Apartment,Pegangsaan Dua,0,106.9179,-6.153909,3175050003,2301003,115.0,POINT (106.9179 -6.153909),Apartment (Others),Apartment,Property
52,5192631,5192631,647,Excelso Emporium Pluit Mall,"Emporium Pluit Mall, Jl. Pluit Selatan Raya No. 38A",02166676679,106.791082,-6.127486,3175010004,2205012,140950.0,POINT (106.791082 -6.127486),Beverage (Others),Beverage,Food Shop
53,5432003,5432003,668,The Summit,Kelapa Gading Timur,02145875000,106.908786,-6.15901,3175050002,2301003,148219.0,POINT (106.908786 -6.15901),Apartment (Others),Apartment,Property
54,5432011,5432011,668,Aston Pluit De Paradis Apartment,Jl. Pluit Selatan Raya No. 1,NULL,106.795168,-6.124457,3175010005,2301003,141057.0,POINT (106.795168 -6.124457),Apartment (Others),Apartment,Property
55,5432013,5432013,668,Golden Sky Apartment Pluit,Pluit,0216610610,106.789404,-6.120874,3175010005,2301003,141057.0,POINT (106.789404 -6.120874),Apartment (Others),Apartment,Property
56,5192659,5192659,647,Excelso Mall Artha Gading,"Mall Artha Gading Blok A, Jl. Boulevard Artha Gading No. 20",,106.8925387,-6.1458687,3175050001,2205012,146913.0,POINT (106.8925387 -6.1458687),Beverage (Others),Beverage,Food Shop
57,5432022,5432022,668,Cempaka Sunter Apartment,Papango,NULL,106.864383,-6.133316,3175030001,2301003,141576.0,POINT (106.864383 -6.133316),Apartment (Others),Apartment,Property
58,5192676,5192676,647,Excelso Food Centrum,"Food Centrum, Jl. Griya Utama",02129689878,106.854405,-6.141184,3175030001,2205012,141576.0,POINT (106.854405 -6.141184),Beverage (Others),Beverage,Food Shop
59,5432028,5432028,668,Kelapa Gading Apartment,Jl. Raya Kelapa Gading No. 88,0,106.916303,-6.1695,3175050003,2301003,115.0,POINT (106.916303 -6.1695),Apartment (Others),Apartment,Property
60,5192686,5192686,647,Excelso Mall Kelapa Gading 2,"Mall Kelapa Gading 2, Jl. Boulevard Raya No. 301",0214529601,106.908165,-6.157035,3175050002,2205012,148219.0,POINT (106.908165 -6.157035),Beverage (Others),Beverage,Food Shop
61,5432033,5432033,668,Cempaka Sunter Apartment,Papango,0,106.863648,-6.131444,3175030003,2301003,142939.0,POINT (106.863648 -6.131444),Apartment (Others),Apartment,Property
62,5192688,5192688,647,Excelso Mall of Indonesia,"Mall of Indonesia, Jl. Boulevard Barat Raya No. 1",02145868022,106.8920346,-6.151435,3175050001,2205012,146913.0,POINT (106.8920346 -6.151435),Beverage (Others),Beverage,Food Shop
63,5432034,5432034,668,The Summit Apartment Kelapa Gading,Kelapa Gading Timur,0,106.908936,-6.158186,3175050002,2301003,148219.0,POINT (106.908936 -6.158186),Apartment (Others),Apartment,Property
64,5192708,5192708,647,Excelso Mangga Dua Square Mall Outdoor,"Mangga Dua Square Lantai B1, Jl. Gunung Sahari Raya No. 1",02126075808,106.8317137,-6.1384893,3175020003,2205012,121304.0,POINT (106.8317137 -6.1384893),Beverage (Others),Beverage,Food Shop
65,5192722,5192722,647,Old Town White Coffee PIK,Kamal Muara,081203585264,106.741908,-6.088093,,2205012,,POINT (106.741908 -6.088093),Beverage (Others),Beverage,Food Shop
66,5192727,5192727,647,Old Town White Coffee Baywalk Mall Pluit,"Baywalk Mall Pluit, Jl. Pluit Karang Ayu 1 No. B1 RT 20 RW 2",02129621274,106.779156,-6.107532,3175010005,2205012,141057.0,POINT (106.779156 -6.107532),Beverage (Others),Beverage,Food Shop
67,5432052,5432052,668,Wisma Gading Permai Apartment,Jl. Boulevard Utara Kelapa Gading,0,106.90111,-6.168007,3175050002,2301003,148219.0,POINT (106.90111 -6.168007),Apartment (Others),Apartment,Property
68,5192782,5192782,647,The Coffee Bean And Tea Leaf Apartment Green Bay Pluit,"Apartment Green Bay Pluit, Jl. Pluit Karang Ayu",02129629527,106.779645,-6.107688,3175010005,2205012,141057.0,POINT (106.779645 -6.107688),Beverage (Others),Beverage,Food Shop
69,5192777,5192777,647,The Coffee Bean And Tea Leaf Mall Kelapa Gading Timur,"Mall Kelapa Gading Timur, Jl. Boulevard Raya",02145853911,106.907889,-6.157336,3175050002,2205012,148219.0,POINT (106.907889 -6.157336),Beverage (Others),Beverage,Food Shop
70,5192772,5192772,647,The Coffee Bean And Tea Leaf Mall Artha Gading,"Mall Artha Gading, Jl. Artha Gading Sel. No. 1",02145864004,106.8920568,-6.145456,3175050001,2205012,146913.0,POINT (106.8920568 -6.145456),Beverage (Others),Beverage,Food Shop
71,5192942,5192942,647,Bengawan Solo Coffee Artha Gading Mall,"Artha Gading Mall, Jl. Boulevard Raya Komp. Gading Permai",0214528620,106.8918829,-6.1459374,3175050001,2205012,146913.0,POINT (106.8918829 -6.1459374),Beverage (Others),Beverage,Food Shop
72,5192941,5192941,647,Bengawan Solo Coffee Ancol,Jl. KW. Wisata Ancol,02129388111,106.857307,-6.117476,3175020003,2205012,121304.0,POINT (106.857307 -6.117476),Beverage (Others),Beverage,Food Shop
73,5192936,5192936,647,Bengawan Solo Coffee The Mansion Jasmine Tower Belavista,"The Mansion Jasmine Tower Belavista, Jl. Beverly Hill",02122601538,106.852663,-6.146842,3175020002,2205012,139560.0,POINT (106.852663 -6.146842),Beverage (Others),Beverage,Food Shop
74,5192928,5192928,647,Bengawan Solo Coffee SPBU PIK,"SPBU PIK, Jl. Marina Raya",,106.7409781,-6.1063683,3175010001,2205012,139464.0,POINT (106.7409781 -6.1063683),Beverage (Others),Beverage,Food Shop
75,5192963,5192963,647,Bean Spot Alfamart Gading Kirana,"Perumahan Kelapa Gading Permai Komplek Rukan Blok C10, Jl. Gading Kirana",,106.8968575,-6.1456087,3175050001,2205012,146913.0,POINT (106.8968575 -6.1456087),Beverage (Others),Beverage,Food Shop
76,5193135,5193135,190,Bordir Komputer Bagus Wisesa Mangga Dua Square,"Mangga Dua Square Lantai 2 Blok B. P067, Jl. Gunung Sahari No. 1",087883493674,106.8315671,-6.1382451,3175020003,1317001,121304.0,POINT (106.8315671 -6.1382451),Fashion Store (Others),Fashion Store,Commercial
77,5193191,5193191,190,Tifan Jaya Bordir,Jl. H. Mawar No. 16A,085217166551,106.8703876,-6.1537072,3175030002,1317001,142414.0,POINT (106.8703876 -6.1537072),Fashion Store (Others),Fashion Store,Commercial
78,5432152,5432152,668,Apartemen Bandar Kemayoran,Jl. Rajawali Utara,,106.8460986,-6.1384707,3175020002,2301003,139560.0,POINT (106.8460986 -6.1384707),Apartment (Others),Apartment,Property
79,5193230,5193230,190,Bagus Wisesa Bordir Komputer,"Pasar Pagi, Jl. Mangga Dua Raya",087884694989,106.8217887,-6.136361,3175020003,1317001,121304.0,POINT (106.8217887 -6.136361),Fashion Store (Others),Fashion Store,Commercial
80,5193231,5193231,190,Jasa Bordir Komputer New Jaya Bordir,Jl. Sunter Kemayoran No. 3A,081377227786,106.8755096,-6.1622966,3175030002,1317001,142414.0,POINT (106.8755096 -6.1622966),Fashion Store (Others),Fashion Store,Commercial
81,5193273,5193273,190,Someh Bordir Komputer,"Bordir, No. 32A, Jl. Bentengan II No. 32A",,106.8695377,-6.1515078,3175030002,1317001,142414.0,POINT (106.8695377 -6.1515078),Fashion Store (Others),Fashion Store,Commercial
82,5432182,5432182,639,HokBen Pantai Indah Kapuk,Jl. Marina Raya,2122577745,106.7405988,-6.1107195,3175010001,2203006,139464.0,POINT (106.7405988 -6.1107195),Fast Food (Others),Fast Food,Food Shop
83,5193363,5193363,190,PT. Dong YO Embroidery dan Printing,Sukapura,,106.9371957,-6.1407648,3175060001,1317001,148552.0,POINT (106.9371957 -6.1407648),Fashion Store (Others),Fashion Store,Commercial
84,5432186,5432186,639,HokBen Emporium Pluit,"Emporium Pluit Mall, Jl. Pluit Selatan Raya",2166676250,106.7914992,-6.1273917,3175010004,2203006,140950.0,POINT (106.7914992 -6.1273917),Fast Food (Others),Fast Food,Food Shop
85,5432191,5432191,639,HokBen Koja Trade Mall,"Koja Trade Mall, Jl. Kramat Jaya Raya",1500505,106.9162453,-6.1224606,3175040003,2203006,145445.0,POINT (106.9162453 -6.1224606),Fast Food (Others),Fast Food,Food Shop
86,5432192,5432192,639,HokBen Sumur Batu Sunter,Jl. Sunter Kemayoran,1500505,106.8663913,-6.1570469,3175030002,2203006,142414.0,POINT (106.8663913 -6.1570469),Fast Food (Others),Fast Food,Food Shop
87,5193452,5193452,190,Gibran Bordir Promotion Bordir Komputer,"Gibran Bordir Promotion, Pasar Pagi, Pasar Pagi Mangga Dua LT DSR Blok Kaac No. 43, Jl. Mangga Dua Raya",083808516080,106.8215846,-6.1362726,3175020003,1317001,121304.0,POINT (106.8215846 -6.1362726),Fashion Store (Others),Fashion Store,Commercial
88,5193675,5193675,190,Safana Collection,Jl. Cilincing Lama 1 No. 16,087878840017,106.9340793,-6.1014551,3175060004,1317001,149984.0,POINT (106.9340793 -6.1014551),Fashion Store (Others),Fashion Store,Commercial
89,5193713,5193713,190,Zidane Bordir,Jl. Plumpang Semper No. 81 RT 05RW 01 Kelurah Tugu Utara,085890637726,106.9064191,-6.1296424,3175040002,1317001,145085.0,POINT (106.9064191 -6.1296424),Fashion Store (Others),Fashion Store,Commercial
90,5193714,5193714,190,Mamur Bordir,Jl. Cemara No. 7,087779132805,106.9152213,-6.1203698,3175040003,1317001,145445.0,POINT (106.9152213 -6.1203698),Fashion Store (Others),Fashion Store,Commercial
91,5432371,5432371,639,Wendys Summarecon Mall Kelapa Gading,"Summarecon Mall Kelapa Gading, Jl. Boulevard Raya No. 1-2",02145853859,106.9095951,-6.1562451,3175050002,2203006,148219.0,POINT (106.9095951 -6.1562451),Fast Food (Others),Fast Food,Food Shop
92,5194158,5194158,190,Konveksi Dino Bordir,Jl. Kapuk Muara Raya No. 6441,0889654219099,106.774966,-6.130009,3175010002,1317001,139532.0,POINT (106.774966 -6.130009),Fashion Store (Others),Fashion Store,Commercial
93,5194190,5194190,190,Asep Bordir,Pasar Koja Baru,087875150133,106.915647,-6.121414,3175040003,1317001,145445.0,POINT (106.915647 -6.121414),Fashion Store (Others),Fashion Store,Commercial
94,5194191,5194191,190,Akbar Bordir Tajima,Jl. Kb. Bawang XV B No. 7B,,106.8852092,-6.1150179,3175030006,1317001,153822.0,POINT (106.8852092 -6.1150179),Fashion Store (Others),Fashion Store,Commercial
95,5194192,5194192,190,Nabiila Bordir,Jl. Warakas 4 Gg. 15 No. 9B,081908776487,106.8744835,-6.1206322,3175030004,1317001,142954.0,POINT (106.8744835 -6.1206322),Fashion Store (Others),Fashion Store,Commercial
96,5194260,5194260,190,Reza Bordir,Pasar Koja Baru,083875232876,106.9158446,-6.1208664,3175040003,1317001,145445.0,POINT (106.9158446 -6.1208664),Fashion Store (Others),Fashion Store,Commercial
97,5194374,5194374,190,Ameng Bordir Promosindo,"Pasar Pagi Mangga Dua Blok CB, Jl. Mangga Dua Raya No. 5A",08119326161,106.822482,-6.1361155,3175020003,1317001,121304.0,POINT (106.822482 -6.1361155),Fashion Store (Others),Fashion Store,Commercial
98,5194385,5194385,190,Sah Bordir Komputer,"P041 Sah Bordir, Mangga Dua Square LT 2, Blok A",087889912616,106.8315815,-6.1381817,3175020003,1317001,121304.0,POINT (106.8315815 -6.1381817),Fashion Store (Others),Fashion Store,Commercial
99,5194510,5194510,190,SS Konfeksi dan Bordir 2,Rorotan,085711925083,106.956568,-6.158199,3175060002,1317001,149504.0,POINT (106.956568 -6.158199),Fashion Store (Others),Fashion Store,Commercial
100,4210134,4210134,672,Sweat Club Gym,"Jl. Boulevard Artha Gading D3, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara",,106.896964,-6.1470895,3175050001,2404001,146913.0,POINT (106.896964 -6.1470895),Fitness Center (Others),Fitness Center,Sport
101,4210135,4210135,672,Crossfit Garuda,"Mal Artha Gading 7th Floor, Jl. Artha Gading Sel. No. 1, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara",,106.8922901,-6.1456559,3175050001,2404001,146913.0,POINT (106.8922901 -6.1456559),Fitness Center (Others),Fitness Center,Sport
102,4210221,4210221,672,Aisyah Gym Rorotan,"Jl. Cilincing Rorotan No. 9, Rorotan, Cilincing, Jakarta Utara",,106.959555,-6.156996,3175060002,2404001,149504.0,POINT (106.959555 -6.156996),Fitness Center (Others),Fitness Center,Sport
103,5194614,5194614,190,Dhamar Bordir,Jl. Mangga Dua Raya . Pasar Pagi Mangga Dua Lantai,,106.8244159,-6.136323,3175020003,1317001,121304.0,POINT (106.8244159 -6.136323),Fashion Store (Others),Fashion Store,Commercial
104,4313134,4313134,847,Zini Cell,Jl. Kalibaru Bar. V No. 2,082182182180,106.921999,-6.104091,3175060007,1313002,149996.0,POINT (106.921999 -6.104091),Konter Pulsa,Electronic Store,Commercial
105,4211884,4211884,672,Nagafit Jakarta Utara,"Jl. Usaha No. 39, Kebon Bawang, Tanjung Priok, Jakarta Utara",,106.8919579,-6.124192,3175030006,2404001,153822.0,POINT (106.8919579 -6.124192),Fitness Center (Others),Fitness Center,Sport
106,5194782,5194782,190,Yulia Bordir,Kapuk Muara,08965200760,106.763261,-6.1325931,3175010002,1317001,139532.0,POINT (106.763261 -6.1325931),Fashion Store (Others),Fashion Store,Commercial
107,4211885,4211885,672,Absolute Fit Tanjung Priok,"Jl. Kebon Bawang VI, Kebon Bawang, Tanjung Priok, Jakarta Utara",,106.892779,-6.115396,3175030006,2404001,153822.0,POINT (106.892779 -6.115396),Fitness Center (Others),Fitness Center,Sport
108,5194821,5194821,190,Arsi Bordir,"Pasar Pagi Mangga 2 Lantai Dasar Blok C No. 12A, Jl. Mangga Dua Raya No. 168",087888814464,106.8228481,-6.1360381,3175020003,1317001,121304.0,POINT (106.8228481 -6.1360381),Fashion Store (Others),Fashion Store,Commercial
109,5194855,5194855,190,Esbe Promotion,Pasar Pagi Mangga Dua,085219159495,106.8224559,-6.1362596,3175020003,1317001,121304.0,POINT (106.8224559 -6.1362596),Fashion Store (Others),Fashion Store,Commercial
110,5194960,5194960,190,Paradise Bordir Pasar Pagi Mangga Dua,Pasar Pagi Mangga Dua,082122238985,106.8217727,-6.1362923,3175020003,1317001,121304.0,POINT (106.8217727 -6.1362923),Fashion Store (Others),Fashion Store,Commercial
111,5432715,5432715,647,King Boba Apartement Laguna Pluit,"Apartement Laguna Pluit, Jl. Pluit Selatan",,106.798836,-6.123469,3175010005,2205012,141057.0,POINT (106.798836 -6.123469),Beverage (Others),Beverage,Food Shop
112,5432762,5432762,639,AW Koja Trade Mall,Jl. Kramat Jaya Raya No. 30,02143931929,106.9161505,-6.1222876,3175040003,2203006,145445.0,POINT (106.9161505 -6.1222876),Fast Food (Others),Fast Food,Food Shop
113,5432763,5432763,639,AW WTC Mangga Dua,"WTC Mangga Dua Lantai Ground Floor, Jl. Mangga Dua Raya No. 1",,106.8308756,-6.1335712,3175020003,2203006,121304.0,POINT (106.8308756 -6.1335712),Fast Food (Others),Fast Food,Food Shop
114,4209460,4209460,672,Mansions Yoga,Pademangan Timur,,106.854225,-6.147157,3175020002,2404001,139560.0,POINT (106.854225 -6.147157),Fitness Center (Others),Fitness Center,Sport
115,4302774,4302774,847,Dua Mutiara Cell,"Mangga Dua Square Lantai 3 Blok B No. 89, Jl. Layang RT 11 RW 6",02162311320,106.831597,-6.139053,3175020003,1313002,121304.0,POINT (106.831597 -6.139053),Konter Pulsa,Electronic Store,Commercial
116,5217698,5217698,633,Chinese Food Milenia Pak Kumis,Kelapa Gading Timur,,106.9020897,-6.1678602,3175050002,2201014,148219.0,POINT (106.9020897 -6.1678602),Restaurant (Others),Restaurant,Food Shop
117,5432807,5432807,639,AW Ancol Pantai Indah,Jl. Pantai Indah,0216457883,106.8345963,-6.1219203,3175020003,2203006,121304.0,POINT (106.8345963 -6.1219203),Fast Food (Others),Fast Food,Food Shop
118,5432810,5432810,639,AW Pluit Village Mall,"Pluit Village Mall, Jl. Pluit Indah No. 15",,106.7904733,-6.1162327,3175010005,2203006,141057.0,POINT (106.7904733 -6.1162327),Fast Food (Others),Fast Food,Food Shop
119,5217699,5217699,633,Yung FA,Jl. Sumagung 3 No. 20,,106.9024689,-6.1708456,3175050002,2201014,148219.0,POINT (106.9024689 -6.1708456),Restaurant (Others),Restaurant,Food Shop
120,5432812,5432812,639,AW Emporium Pluit Mall,"Emporium Pluit Mall Lantai 4 Unit, Jl. Pluit Selatan Raya No. 15",02166676328,106.7906927,-6.1275181,3175010004,2203006,140950.0,POINT (106.7906927 -6.1275181),Fast Food (Others),Fast Food,Food Shop
